nr. sessions,nr. rest days,total kms,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,Athlete ID,Date
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,203
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,130.0,30.0,9.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,1,84
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,121
11.0,0.0,213.3,30.3,1.0,3.0,22.0,12.0,7.5,7.5,0.0,0.0,8.0,1.0,141.5,30.0,8.5,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,201.0,35.0,20.5,0.0,2.0,20.0,12.0,0.0,0.0,0.0,0.0,1,402
9.0,0.0,154.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,10.0,0.0,172.0,32.0,30.0,2.0,3.0,8.0,8.0,22.0,12.0,0.0,0.0,11.0,0.0,200.0,38.0,27.0,1.0,2.0,10.0,10.0,17.0,17.0,0.0,0.0,1,709
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,91
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,41.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,129.0,32.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,1,82
9.0,0.0,115.4,15.9,2.0,3.0,1.5,1.5,13.6,7.2,0.0,0.0,8.0,0.0,152.8,37.0,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,93.3,19.0,14.3,3.0,3.0,6.0,6.0,8.0,3.0,0.0,0.0,1,267
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,119
7.0,0.0,111.4,30.4,0.0,2.0,30.1,21.1,0.0,0.0,0.0,0.0,8.0,2.0,134.3,30.0,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,2.0,103.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,358
8.0,0.0,121.9,36.9,1.0,5.0,31.4,10.0,4.0,4.0,0.0,0.0,10.0,0.0,183.6,38.0,28.1,1.0,3.0,19.0,10.0,8.0,8.0,0.0,0.0,8.0,1.0,120.1,34.0,17.1,2.0,2.0,0.0,0.0,16.2,10.0,0.0,0.0,1,291
8.0,0.0,187.3,32.3,1.0,4.0,24.0,18.0,8.0,8.0,0.0,0.0,9.0,0.0,210.1,41.0,60.1,0.0,4.0,59.5,19.5,0.0,0.0,0.0,1.0,8.0,0.0,167.3,39.0,35.3,2.0,3.0,7.0,7.0,28.0,20.0,0.0,0.0,1,57
7.0,1.0,143.3,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,11.0,0.0,209.3,39.3,30.3,0.0,3.0,30.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,164.9,37.0,46.9,1.0,4.0,39.0,15.0,6.0,6.0,0.0,0.0,1,321
7.0,1.0,111.6,9.6,2.0,2.0,2.0,2.0,7.0,6.0,0.0,0.0,7.0,0.0,113.3,24.3,30.3,4.0,4.0,18.0,12.0,12.0,4.0,0.0,0.0,7.0,0.0,138.3,29.0,12.3,1.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,1,257
11.0,0.0,165.5,36.5,0.0,3.0,36.0,17.0,0.0,0.0,0.0,0.0,12.0,0.0,189.8,36.0,11.8,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,1.0,111.4,30.0,27.4,0.0,2.0,27.1,21.1,0.0,0.0,0.0,0.0,1,376
8.0,0.0,138.6,37.6,2.0,3.0,29.0,15.0,8.0,6.0,0.0,0.0,11.0,0.0,198.5,36.0,40.5,1.0,3.0,32.0,20.0,7.5,7.5,0.0,0.0,11.0,0.0,208.3,40.0,22.3,0.0,2.0,22.0,12.0,0.0,0.0,0.0,0.0,1,413
8.0,0.0,151.3,36.3,2.0,4.0,8.0,7.0,28.0,20.0,0.0,0.0,7.0,1.0,164.0,41.0,29.0,1.0,2.0,21.0,21.0,8.0,8.0,0.0,0.0,10.0,0.0,180.3,41.0,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,1,42
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105
12.0,0.0,201.0,20.5,0.0,2.0,20.0,12.0,0.0,0.0,0.0,0.0,9.0,0.0,157.6,36.5,37.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,182.5,38.0,34.5,0.0,3.0,34.0,17.0,0.0,0.0,0.0,0.0,1,388
9.0,0.0,153.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,158.0,26.0,24.0,2.0,3.0,8.0,8.0,16.0,10.0,0.0,0.0,12.0,0.0,205.0,38.0,22.0,1.0,2.0,10.0,10.0,12.0,12.0,0.0,0.0,1,711
6.0,1.0,82.9,10.9,2.0,2.0,3.6,3.6,6.4,4.0,0.0,0.0,9.0,0.0,115.4,29.7,15.9,2.0,3.0,1.5,1.5,13.6,7.2,0.0,0.0,8.0,0.0,151.8,37.0,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,1,273
9.0,0.0,156.3,36.3,1.0,3.0,34.0,20.0,2.0,2.0,0.0,0.0,10.0,0.0,204.5,40.0,32.5,1.0,3.0,24.0,12.0,7.5,7.5,0.0,0.0,10.0,1.0,162.3,34.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,1,411
8.0,0.0,167.3,45.3,2.0,5.0,29.0,21.0,16.0,8.0,0.0,0.0,9.0,1.0,175.0,41.0,28.0,2.0,3.0,20.0,13.0,8.0,6.0,0.75,1.0,8.0,0.0,121.6,38.0,28.6,3.0,3.0,0.0,0.0,28.0,12.0,0.0,0.0,1,38
11.0,0.0,187.0,29.0,0.0,3.0,28.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,180.1,36.5,37.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,172.0,38.0,24.0,0.0,2.0,24.0,17.0,0.0,0.0,0.0,0.0,1,389
9.0,0.0,203.6,56.6,1.0,4.0,48.0,18.0,8.0,8.0,0.0,1.0,8.0,0.0,180.8,38.0,49.8,1.0,3.0,29.5,19.5,20.0,20.0,0.0,0.0,8.0,0.0,173.3,41.0,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,1,53
8.0,0.0,150.5,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,154.0,30.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,11.0,0.0,194.0,38.0,22.0,2.0,2.0,0.0,0.0,22.0,12.0,0.0,0.0,1,715
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,128
8.0,0.0,126.5,41.5,1.0,5.0,36.0,10.0,4.0,4.0,0.0,0.0,10.0,0.0,183.6,38.0,28.1,2.0,3.0,9.0,9.0,18.0,10.0,0.0,0.0,8.0,1.0,116.1,34.0,13.1,2.0,2.0,3.6,3.6,8.6,6.2,0.0,0.0,1,290
10.0,0.0,180.3,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,7.0,0.0,124.3,30.0,22.3,3.0,3.0,0.0,0.0,22.0,10.0,0.0,0.0,8.0,1.0,155.3,38.0,20.3,0.0,2.0,20.0,12.0,0.0,0.0,0.75,0.0,1,28
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,183
12.0,0.0,185.8,11.8,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,8.0,1.0,136.4,30.0,27.4,0.0,2.0,27.1,21.1,0.0,0.0,0.0,0.0,6.0,1.0,99.0,30.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,1,370
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,163
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,151
7.0,0.0,114.3,6.3,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,151.1,29.0,32.1,0.0,4.0,31.8,10.0,0.0,0.0,0.0,0.0,8.0,0.0,162.6,30.3,39.6,0.0,3.0,39.0,20.0,0.0,0.0,0.0,0.0,1,244
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,202
9.0,1.0,175.0,28.0,2.0,3.0,20.0,13.0,8.0,6.0,0.75,1.0,8.0,0.0,121.6,38.0,28.6,3.0,3.0,0.0,0.0,28.0,12.0,0.0,0.0,7.0,1.0,148.0,38.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.75,0.0,1,31
8.0,1.0,175.0,30.0,2.0,3.0,20.0,13.0,10.0,8.0,0.0,1.0,9.0,0.0,121.3,38.0,28.3,3.0,3.0,0.0,0.0,28.0,12.0,0.75,0.0,6.0,1.0,141.3,38.0,12.3,2.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,1,32
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,127
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,185
8.0,0.0,154.5,15.0,0.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,154.0,30.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,10.0,0.0,172.0,32.0,30.0,2.0,3.0,8.0,8.0,22.0,12.0,0.0,0.0,1,716
10.0,0.0,165.0,45.5,1.0,5.0,36.0,10.0,8.0,8.0,0.0,0.0,10.0,0.0,172.3,34.0,26.3,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,6.0,1.0,85.9,19.0,10.9,2.0,2.0,3.6,3.6,6.4,4.0,0.0,0.0,1,288
11.0,0.0,184.3,22.3,0.0,2.0,22.0,12.0,0.0,0.0,0.0,0.0,9.0,1.0,167.0,35.0,17.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,175.6,36.5,36.5,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,1,398
9.0,0.0,160.0,24.0,2.0,3.0,8.0,8.0,16.0,10.0,0.0,0.0,12.0,0.0,198.0,38.0,12.0,1.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,11.0,0.0,222.0,44.0,41.0,1.0,3.0,24.0,14.0,17.0,17.0,0.0,0.0,1,705
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,147
10.0,0.0,182.9,36.4,1.0,4.0,27.0,10.0,8.0,8.0,0.0,0.0,9.0,1.0,134.1,34.0,17.1,2.0,2.0,0.0,0.0,16.2,10.0,0.0,0.0,7.0,0.0,95.3,16.0,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,1,285
8.0,0.0,154.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,148.0,28.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,11.0,0.0,194.0,38.0,22.0,2.0,2.0,0.0,0.0,22.0,12.0,0.0,0.0,1,713
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,177
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99
8.0,1.0,166.0,18.0,0.0,2.0,18.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,199.6,38.0,26.6,1.0,3.0,20.6,11.0,6.0,6.0,0.0,0.0,8.0,1.0,157.8,36.0,14.8,1.0,2.0,10.0,10.0,4.5,4.5,0.0,0.0,1,338
10.0,0.0,204.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,11.0,0.0,192.4,36.0,25.4,1.0,3.0,20.6,11.0,4.5,4.5,0.0,0.0,7.0,1.0,143.3,34.0,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,1,335
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,197
7.0,0.0,138.3,12.3,1.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,8.0,0.0,152.4,30.3,46.4,0.0,4.0,45.8,20.0,0.0,0.0,0.0,0.0,8.0,0.0,163.7,31.4,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,1,243
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,115
10.0,0.0,204.5,32.5,1.0,3.0,24.0,12.0,7.5,7.5,0.0,0.0,10.0,1.0,162.3,34.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,191.0,35.0,29.0,0.0,3.0,28.0,12.0,0.0,0.0,0.0,0.0,1,404
9.0,0.0,129.7,9.2,1.0,2.0,1.5,1.5,7.2,7.2,0.0,0.0,8.0,0.0,131.1,37.0,19.1,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,108.3,24.3,30.3,4.0,4.0,18.0,12.0,12.0,4.0,0.0,0.0,1,265
5.0,2.0,101.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,139.0,32.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,186.3,37.0,31.3,1.0,4.0,24.0,18.0,7.0,7.0,0.0,0.0,1,72
10.0,0.0,195.0,26.0,1.0,3.0,20.0,11.0,6.0,6.0,0.0,0.0,10.0,0.0,183.4,36.0,14.4,1.0,2.0,9.6,9.6,4.5,4.5,0.0,0.0,8.0,1.0,154.3,34.0,26.3,1.0,3.0,20.0,10.0,6.0,6.0,0.0,1.0,1,333
9.0,0.0,121.3,28.3,3.0,3.0,0.0,0.0,28.0,12.0,0.75,0.0,6.0,1.0,141.3,38.0,12.3,2.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,10.0,0.0,187.3,35.0,38.3,0.0,4.0,38.0,12.0,0.0,0.0,0.75,0.0,1,25
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,165
8.0,1.0,173.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,12.0,0.0,209.4,38.0,25.4,1.0,3.0,20.6,11.0,4.5,4.5,0.0,0.0,7.0,1.0,147.3,36.0,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,1,337
10.0,0.0,184.0,36.0,1.0,3.0,29.0,17.0,7.0,7.0,0.0,0.0,9.0,0.0,149.6,34.0,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,8.0,0.0,150.5,35.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,1,729
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,174
9.0,0.0,186.0,48.0,1.0,4.0,41.0,17.0,7.0,7.0,0.0,0.0,9.0,0.0,139.6,34.0,21.1,0.0,1.0,21.1,21.1,0.0,0.0,0.0,0.0,9.0,0.0,167.5,35.0,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,1,731
8.0,0.0,173.3,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,8.0,1.0,175.0,41.0,30.0,2.0,3.0,20.0,13.0,10.0,8.0,0.0,1.0,9.0,0.0,121.3,38.0,28.3,3.0,3.0,0.0,0.0,28.0,12.0,0.75,0.0,1,39
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,193
11.0,0.0,209.3,30.3,0.0,3.0,30.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,164.9,37.0,46.9,1.0,4.0,39.0,15.0,6.0,6.0,0.0,0.0,5.0,2.0,80.8,30.0,7.3,1.0,2.0,6.0,3.5,1.0,1.0,0.0,0.0,1,314
9.0,1.0,157.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,187.0,35.0,29.0,0.0,3.0,28.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,180.1,36.5,37.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,1,396
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,57.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1,88
7.0,0.0,130.0,9.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,149.3,32.0,28.3,1.0,2.0,21.0,21.0,7.0,7.0,0.0,0.0,8.0,0.0,188.3,37.0,32.3,1.0,4.0,24.0,18.0,8.0,8.0,0.0,0.0,1,70
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,78.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1,87
7.0,0.0,108.6,28.6,1.0,4.0,23.4,10.0,4.0,4.0,0.0,0.0,10.0,0.0,182.9,38.0,36.4,1.0,4.0,27.0,10.0,8.0,8.0,0.0,0.0,9.0,1.0,134.1,34.0,17.1,2.0,2.0,0.0,0.0,16.2,10.0,0.0,0.0,1,292
8.0,0.0,157.3,12.3,1.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,7.0,0.0,139.4,30.3,46.4,0.0,4.0,45.8,20.0,0.0,0.0,0.0,0.0,9.0,0.0,176.7,31.4,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,1,242
8.0,1.0,120.1,17.1,2.0,2.0,0.0,0.0,16.2,10.0,0.0,0.0,7.0,0.0,91.3,16.0,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,9.0,0.0,156.2,29.7,18.7,1.0,3.0,10.5,9.0,7.2,7.2,0.0,0.0,1,277
3.0,4.0,67.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211
11.0,0.0,196.6,39.6,1.0,4.0,30.0,12.0,9.0,9.0,0.75,0.0,10.0,0.0,197.3,37.0,32.3,2.0,3.0,12.0,12.0,20.0,10.0,0.0,0.0,3.0,5.0,64.3,42.3,10.3,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,1,9
7.0,0.0,125.4,36.4,0.0,3.0,36.1,21.1,0.0,0.0,0.0,0.0,7.0,2.0,116.3,30.0,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,6.0,2.0,115.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,359
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,195
6.0,1.0,108.3,30.3,4.0,4.0,18.0,12.0,12.0,4.0,0.0,0.0,7.0,0.0,114.3,27.0,6.3,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,8.0,0.0,151.1,29.0,32.1,0.0,4.0,31.8,10.0,0.0,0.0,0.0,0.0,1,251
7.0,1.0,147.3,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,11.0,0.0,211.3,39.3,30.3,0.0,3.0,30.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,173.6,37.0,31.6,1.0,3.0,24.0,14.0,6.0,6.0,0.0,0.0,1,323
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,192
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,117
9.0,0.0,190.8,49.8,1.0,3.0,29.5,19.5,20.0,20.0,0.0,0.0,8.0,0.0,173.3,41.0,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,7.0,1.0,160.0,41.0,30.0,2.0,3.0,20.0,13.0,10.0,8.0,0.0,1.0,1,47
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,172
